submission_id,question_id,answer
461,1,No
461,2,Yes
461,3,No
461,4,Yes
461,5,Yes
461,6,Yes
461,7,Yes
461,8,Yes
461,9,3
462,10,Yes
462,11,Yes
462,12,Yes
462,13,Yes
462,14,Yes
462,15,Yes
462,16,Yes
462,17,Yes
462,18,1
462,19,Slight delay in closing due to late customers.
463,1,Yes
463,2,Yes
463,3,Yes
463,4,Yes
463,5,No
463,6,Yes
463,7,Yes
463,8,Yes
463,9,3
464,10,No
464,11,Yes
464,12,Yes
464,13,No
464,14,Yes
464,15,Yes
464,16,Yes
464,17,No
464,18,4
464,19,All checks completed as normal.
465,10,Yes
465,11,Yes
465,12,Yes
465,13,Yes
465,14,No
465,15,Yes
465,16,No
465,17,No
465,18,4
465,19,"Delivery arrived late, adjusted prep schedule."
466,1,No
466,2,Yes
466,3,Yes
466,4,Yes
466,5,Yes
466,6,Yes
466,7,Yes
466,8,No
466,9,4
467,10,No
467,11,Yes
467,12,No
467,13,Yes
467,14,Yes
467,15,Yes
467,16,Yes
467,17,Yes
467,18,3
467,19,Everything in order for tomorrow's opening.
468,10,Yes
468,11,Yes
468,12,No
468,13,Yes
468,14,No
468,15,Yes
468,16,Yes
468,17,Yes
468,18,4
468,19,"Busy night, all tasks completed on time."
469,1,No
469,2,No
469,3,Yes
469,4,Yes
469,5,Yes
469,6,Yes
469,7,Yes
469,8,Yes
469,9,4
470,10,No
470,11,No
470,12,Yes
470,13,No
470,14,Yes
470,15,Yes
470,16,Yes
470,17,Yes
470,18,3
470,19,"Delivery arrived late, adjusted prep schedule."
471,1,Yes
471,2,Yes
471,3,Yes
471,4,Yes
471,5,Yes
471,6,Yes
471,7,Yes
471,8,No
471,9,4
472,10,Yes
472,11,Yes
472,12,Yes
472,13,Yes
472,14,No
472,15,Yes
472,16,No
472,17,No
472,18,5
472,19,"Low stock on napkins, requested restock."
473,1,Yes
473,2,Yes
473,3,Yes
473,4,Yes
473,5,No
473,6,Yes
473,7,Yes
473,8,Yes
473,9,4
474,10,Yes
474,11,Yes
474,12,Yes
474,13,No
474,14,Yes
474,15,Yes
474,16,Yes
474,17,No
474,18,3
474,19,"Delivery arrived late, adjusted prep schedule."
475,10,Yes
475,11,No
475,12,Yes
475,13,Yes
475,14,No
475,15,No
475,16,Yes
475,17,No
475,18,3
475,19,"Minor spill in dining area, cleaned promptly."
476,10,Yes
476,11,No
476,12,No
476,13,No
476,14,Yes
476,15,No
476,16,No
476,17,Yes
476,18,2
476,19,"Delivery arrived late, adjusted prep schedule."
477,10,Yes
477,11,No
477,12,Yes
477,13,Yes
477,14,Yes
477,15,Yes
477,16,Yes
477,17,No
477,18,3
477,19,"Delivery arrived late, adjusted prep schedule."
478,1,Yes
478,2,Yes
478,3,Yes
478,4,Yes
478,5,Yes
478,6,Yes
478,7,Yes
478,8,No
478,9,3
479,1,Yes
479,2,Yes
479,3,Yes
479,4,Yes
479,5,No
479,6,Yes
479,7,Yes
479,8,Yes
479,9,3
480,10,Yes
480,11,Yes
480,12,Yes
480,13,No
480,14,Yes
480,15,Yes
480,16,Yes
480,17,No
480,18,3
480,19,Slight delay in closing due to late customers.
481,1,Yes
481,2,Yes
481,3,Yes
481,4,Yes
481,5,Yes
481,6,Yes
481,7,No
481,8,No
481,9,4
482,10,No
482,11,Yes
482,12,Yes
482,13,No
482,14,Yes
482,15,No
482,16,Yes
482,17,Yes
482,18,4
482,19,Everything in order for tomorrow's opening.
483,1,Yes
483,2,No
483,3,No
483,4,No
483,5,Yes
483,6,Yes
483,7,Yes
483,8,No
483,9,3
484,10,Yes
484,11,Yes
484,12,Yes
484,13,Yes
484,14,No
484,15,Yes
484,16,Yes
484,17,Yes
484,18,3
484,19,All checks completed as normal.
485,10,Yes
485,11,Yes
485,12,Yes
485,13,Yes
485,14,Yes
485,15,Yes
485,16,No
485,17,Yes
485,18,3
485,19,New crew member trained on register today.
486,1,Yes
486,2,Yes
486,3,Yes
486,4,Yes
486,5,Yes
486,6,Yes
486,7,Yes
486,8,Yes
486,9,3
487,10,Yes
487,11,No
487,12,Yes
487,13,No
487,14,Yes
487,15,Yes
487,16,Yes
487,17,Yes
487,18,5
487,19,New crew member trained on register today.
488,1,No
488,2,Yes
488,3,Yes
488,4,No
488,5,Yes
488,6,Yes
488,7,No
488,8,Yes
488,9,3
489,1,Yes
489,2,Yes
489,3,Yes
489,4,Yes
489,5,Yes
489,6,Yes
489,7,No
489,8,Yes
489,9,3
490,10,Yes
490,11,Yes
490,12,Yes
490,13,Yes
490,14,Yes
490,15,Yes
490,16,Yes
490,17,Yes
490,18,3
490,19,All checks completed as normal.
491,1,Yes
491,2,Yes
491,3,Yes
491,4,Yes
491,5,No
491,6,Yes
491,7,Yes
491,8,No
491,9,2
492,1,Yes
492,2,Yes
492,3,No
492,4,Yes
492,5,Yes
492,6,Yes
492,7,Yes
492,8,Yes
492,9,4
493,10,No
493,11,No
493,12,Yes
493,13,Yes
493,14,Yes
493,15,No
493,16,No
493,17,Yes
493,18,3
493,19,Everything in order for tomorrow's opening.
494,10,No
494,11,Yes
494,12,Yes
494,13,Yes
494,14,Yes
494,15,No
494,16,No
494,17,Yes
494,18,4
494,19,"All good, nothing to report."
495,1,No
495,2,No
495,3,No
495,4,Yes
495,5,No
495,6,Yes
495,7,Yes
495,8,Yes
495,9,3
496,10,Yes
496,11,Yes
496,12,Yes
496,13,Yes
496,14,Yes
496,15,Yes
496,16,Yes
496,17,Yes
496,18,4
496,19,Slight delay in closing due to late customers.
497,1,Yes
497,2,Yes
497,3,Yes
497,4,No
497,5,Yes
497,6,Yes
497,7,Yes
497,8,No
497,9,3
498,10,Yes
498,11,Yes
498,12,No
498,13,Yes
498,14,No
498,15,Yes
498,16,Yes
498,17,Yes
498,18,3
498,19,Slight delay in closing due to late customers.
499,1,Yes
499,2,Yes
499,3,No
499,4,Yes
499,5,Yes
499,6,No
499,7,No
499,8,Yes
499,9,3
500,10,Yes
500,11,Yes
500,12,Yes
500,13,Yes
500,14,Yes
500,15,Yes
500,16,Yes
500,17,Yes
500,18,3
500,19,All checks completed as normal.
501,1,Yes
501,2,Yes
501,3,Yes
501,4,Yes
501,5,No
501,6,Yes
501,7,Yes
501,8,Yes
501,9,4
502,10,Yes
502,11,Yes
502,12,Yes
502,13,Yes
502,14,Yes
502,15,Yes
502,16,Yes
502,17,Yes
502,18,3
502,19,Slight delay in closing due to late customers.
503,10,No
503,11,Yes
503,12,No
503,13,No
503,14,Yes
503,15,Yes
503,16,Yes
503,17,Yes
503,18,4
503,19,"Busy night, all tasks completed on time."
504,1,Yes
504,2,Yes
504,3,Yes
504,4,Yes
504,5,Yes
504,6,No
504,7,Yes
504,8,No
504,9,3
505,1,Yes
505,2,Yes
505,3,No
505,4,Yes
505,5,Yes
505,6,Yes
505,7,Yes
505,8,No
505,9,5
506,10,Yes
506,11,No
506,12,No
506,13,Yes
506,14,Yes
506,15,Yes
506,16,Yes
506,17,Yes
506,18,4
506,19,"Low stock on napkins, requested restock."
507,1,Yes
507,2,Yes
507,3,Yes
507,4,Yes
507,5,Yes
507,6,Yes
507,7,No
507,8,Yes
507,9,4
508,10,Yes
508,11,No
508,12,Yes
508,13,Yes
508,14,No
508,15,Yes
508,16,No
508,17,Yes
508,18,5
508,19,All checks completed as normal.
509,1,No
509,2,No
509,3,Yes
509,4,No
509,5,No
509,6,Yes
509,7,Yes
509,8,Yes
509,9,3
510,10,No
510,11,Yes
510,12,Yes
510,13,No
510,14,Yes
510,15,Yes
510,16,Yes
510,17,Yes
510,18,3
510,19,New crew member trained on register today.
511,10,No
511,11,Yes
511,12,No
511,13,Yes
511,14,Yes
511,15,Yes
511,16,Yes
511,17,Yes
511,18,2
511,19,"Busy night, all tasks completed on time."
512,1,Yes
512,2,No
512,3,Yes
512,4,Yes
512,5,Yes
512,6,Yes
512,7,Yes
512,8,Yes
512,9,4
513,10,Yes
513,11,Yes
513,12,Yes
513,13,Yes
513,14,No
513,15,Yes
513,16,Yes
513,17,Yes
513,18,4
513,19,"Minor spill in dining area, cleaned promptly."
514,1,Yes
514,2,Yes
514,3,Yes
514,4,Yes
514,5,Yes
514,6,Yes
514,7,Yes
514,8,Yes
514,9,3
515,10,No
515,11,Yes
515,12,Yes
515,13,No
515,14,Yes
515,15,Yes
515,16,No
515,17,Yes
515,18,4
515,19,Everything in order for tomorrow's opening.
516,1,Yes
516,2,Yes
516,3,Yes
516,4,No
516,5,Yes
516,6,Yes
516,7,Yes
516,8,Yes
516,9,4
517,10,Yes
517,11,No
517,12,Yes
517,13,No
517,14,Yes
517,15,Yes
517,16,Yes
517,17,No
517,18,4
517,19,"Minor spill in dining area, cleaned promptly."
518,1,No
518,2,No
518,3,Yes
518,4,Yes
518,5,Yes
518,6,No
518,7,Yes
518,8,Yes
518,9,4
519,1,No
519,2,No
519,3,No
519,4,No
519,5,No
519,6,No
519,7,Yes
519,8,Yes
519,9,4
520,1,Yes
520,2,Yes
520,3,Yes
520,4,Yes
520,5,Yes
520,6,No
520,7,Yes
520,8,Yes
520,9,4
521,10,Yes
521,11,Yes
521,12,Yes
521,13,Yes
521,14,Yes
521,15,No
521,16,Yes
521,17,Yes
521,18,3
521,19,Slight delay in closing due to late customers.
522,1,Yes
522,2,Yes
522,3,Yes
522,4,No
522,5,Yes
522,6,Yes
522,7,Yes
522,8,Yes
522,9,4
523,10,Yes
523,11,Yes
523,12,Yes
523,13,Yes
523,14,Yes
523,15,Yes
523,16,No
523,17,Yes
523,18,3
523,19,"All good, nothing to report."
524,1,Yes
524,2,Yes
524,3,Yes
524,4,No
524,5,No
524,6,No
524,7,Yes
524,8,No
524,9,2
525,10,Yes
525,11,Yes
525,12,Yes
525,13,Yes
525,14,No
525,15,Yes
525,16,Yes
525,17,No
525,18,4
525,19,"Delivery arrived late, adjusted prep schedule."
526,10,Yes
526,11,No
526,12,No
526,13,Yes
526,14,Yes
526,15,Yes
526,16,No
526,17,Yes
526,18,3
526,19,"Busy night, all tasks completed on time."
527,1,Yes
527,2,Yes
527,3,No
527,4,Yes
527,5,Yes
527,6,No
527,7,No
527,8,No
527,9,3
528,1,No
528,2,Yes
528,3,Yes
528,4,Yes
528,5,Yes
528,6,Yes
528,7,Yes
528,8,No
528,9,3
529,1,Yes
529,2,Yes
529,3,Yes
529,4,No
529,5,Yes
529,6,No
529,7,No
529,8,Yes
529,9,2
530,10,Yes
530,11,Yes
530,12,Yes
530,13,Yes
530,14,Yes
530,15,Yes
530,16,No
530,17,Yes
530,18,4
530,19,"Low stock on napkins, requested restock."
531,10,Yes
531,11,Yes
531,12,Yes
531,13,No
531,14,Yes
531,15,No
531,16,Yes
531,17,No
531,18,3
531,19,"All good, nothing to report."
532,10,No
532,11,Yes
532,12,Yes
532,13,Yes
532,14,No
532,15,Yes
532,16,No
532,17,No
532,18,2
532,19,New crew member trained on register today.
533,10,Yes
533,11,Yes
533,12,Yes
533,13,Yes
533,14,Yes
533,15,Yes
533,16,Yes
533,17,Yes
533,18,2
533,19,Slight delay in closing due to late customers.
534,10,Yes
534,11,No
534,12,Yes
534,13,Yes
534,14,No
534,15,Yes
534,16,Yes
534,17,Yes
534,18,4
534,19,"Quiet evening, no issues."
535,10,No
535,11,Yes
535,12,No
535,13,No
535,14,No
535,15,Yes
535,16,Yes
535,17,No
535,18,4
535,19,"Quiet evening, no issues."
536,1,No
536,2,No
536,3,Yes
536,4,Yes
536,5,Yes
536,6,Yes
536,7,Yes
536,8,Yes
536,9,3
537,1,No
537,2,No
537,3,Yes
537,4,Yes
537,5,Yes
537,6,Yes
537,7,Yes
537,8,No
537,9,4
538,1,Yes
538,2,No
538,3,Yes
538,4,Yes
538,5,Yes
538,6,Yes
538,7,Yes
538,8,Yes
538,9,4
539,10,Yes
539,11,Yes
539,12,Yes
539,13,No
539,14,Yes
539,15,Yes
539,16,No
539,17,No
539,18,4
539,19,All checks completed as normal.
540,1,Yes
540,2,No
540,3,Yes
540,4,No
540,5,Yes
540,6,Yes
540,7,No
540,8,Yes
540,9,3
541,10,Yes
541,11,Yes
541,12,Yes
541,13,No
541,14,No
541,15,Yes
541,16,Yes
541,17,Yes
541,18,4
541,19,"Delivery arrived late, adjusted prep schedule."
542,1,Yes
542,2,No
542,3,Yes
542,4,Yes
542,5,No
542,6,Yes
542,7,No
542,8,No
542,9,2
543,1,No
543,2,Yes
543,3,Yes
543,4,Yes
543,5,Yes
543,6,No
543,7,Yes
543,8,Yes
543,9,3
544,10,No
544,11,Yes
544,12,Yes
544,13,Yes
544,14,Yes
544,15,Yes
544,16,Yes
544,17,Yes
544,18,3
544,19,Slight delay in closing due to late customers.
545,1,Yes
545,2,Yes
545,3,No
545,4,Yes
545,5,Yes
545,6,Yes
545,7,Yes
545,8,Yes
545,9,4
546,10,Yes
546,11,Yes
546,12,Yes
546,13,Yes
546,14,Yes
546,15,No
546,16,No
546,17,No
546,18,3
546,19,"Quiet evening, no issues."
547,10,No
547,11,Yes
547,12,Yes
547,13,Yes
547,14,No
547,15,Yes
547,16,Yes
547,17,Yes
547,18,4
547,19,"Low stock on napkins, requested restock."
548,1,No
548,2,No
548,3,Yes
548,4,Yes
548,5,Yes
548,6,No
548,7,Yes
548,8,Yes
548,9,3
549,10,Yes
549,11,No
549,12,Yes
549,13,Yes
549,14,No
549,15,No
549,16,Yes
549,17,Yes
549,18,2
549,19,Everything in order for tomorrow's opening.
550,1,Yes
550,2,No
550,3,Yes
550,4,Yes
550,5,Yes
550,6,Yes
550,7,Yes
550,8,Yes
550,9,3
551,10,Yes
551,11,Yes
551,12,Yes
551,13,No
551,14,Yes
551,15,No
551,16,Yes
551,17,Yes
551,18,3
551,19,"Delivery arrived late, adjusted prep schedule."
552,1,Yes
552,2,No
552,3,Yes
552,4,No
552,5,Yes
552,6,Yes
552,7,Yes
552,8,No
552,9,4
553,10,Yes
553,11,Yes
553,12,Yes
553,13,Yes
553,14,Yes
553,15,No
553,16,Yes
553,17,Yes
553,18,4
553,19,"All good, nothing to report."
554,1,Yes
554,2,No
554,3,Yes
554,4,No
554,5,Yes
554,6,Yes
554,7,Yes
554,8,Yes
554,9,2
555,1,Yes
555,2,No
555,3,Yes
555,4,Yes
555,5,Yes
555,6,Yes
555,7,No
555,8,No
555,9,3
556,10,No
556,11,Yes
556,12,Yes
556,13,Yes
556,14,Yes
556,15,No
556,16,Yes
556,17,Yes
556,18,2
556,19,Everything in order for tomorrow's opening.
557,1,Yes
557,2,Yes
557,3,Yes
557,4,No
557,5,Yes
557,6,Yes
557,7,Yes
557,8,Yes
557,9,4
558,1,Yes
558,2,Yes
558,3,Yes
558,4,Yes
558,5,No
558,6,Yes
558,7,Yes
558,8,Yes
558,9,5
559,10,Yes
559,11,Yes
559,12,Yes
559,13,Yes
559,14,No
559,15,Yes
559,16,Yes
559,17,Yes
559,18,5
559,19,Slight delay in closing due to late customers.
560,1,Yes
560,2,No
560,3,Yes
560,4,Yes
560,5,Yes
560,6,No
560,7,Yes
560,8,Yes
560,9,4
561,10,Yes
561,11,Yes
561,12,Yes
561,13,Yes
561,14,Yes
561,15,Yes
561,16,Yes
561,17,Yes
561,18,3
561,19,"Busy night, all tasks completed on time."
562,1,Yes
562,2,Yes
562,3,Yes
562,4,Yes
562,5,Yes
562,6,Yes
562,7,Yes
562,8,No
562,9,4
563,10,Yes
563,11,Yes
563,12,Yes
563,13,Yes
563,14,Yes
563,15,Yes
563,16,Yes
563,17,Yes
563,18,4
563,19,Slight delay in closing due to late customers.
564,1,Yes
564,2,Yes
564,3,Yes
564,4,Yes
564,5,Yes
564,6,Yes
564,7,Yes
564,8,No
564,9,4
565,1,Yes
565,2,Yes
565,3,Yes
565,4,Yes
565,5,Yes
565,6,Yes
565,7,Yes
565,8,Yes
565,9,4
566,1,Yes
566,2,Yes
566,3,Yes
566,4,Yes
566,5,Yes
566,6,Yes
566,7,Yes
566,8,Yes
566,9,5
567,10,Yes
567,11,Yes
567,12,Yes
567,13,Yes
567,14,Yes
567,15,Yes
567,16,Yes
567,17,Yes
567,18,4
567,19,"Busy night, all tasks completed on time."
568,1,Yes
568,2,Yes
568,3,No
568,4,Yes
568,5,Yes
568,6,Yes
568,7,Yes
568,8,Yes
568,9,4
569,1,Yes
569,2,Yes
569,3,Yes
569,4,Yes
569,5,Yes
569,6,Yes
569,7,No
569,8,Yes
569,9,3
570,10,Yes
570,11,Yes
570,12,No
570,13,Yes
570,14,Yes
570,15,Yes
570,16,Yes
570,17,Yes
570,18,5
570,19,Slight delay in closing due to late customers.
571,1,Yes
571,2,Yes
571,3,Yes
571,4,Yes
571,5,No
571,6,Yes
571,7,Yes
571,8,Yes
571,9,5
572,10,Yes
572,11,Yes
572,12,Yes
572,13,Yes
572,14,Yes
572,15,Yes
572,16,No
572,17,Yes
572,18,4
572,19,"Delivery arrived late, adjusted prep schedule."
573,1,Yes
573,2,Yes
573,3,Yes
573,4,Yes
573,5,Yes
573,6,Yes
573,7,Yes
573,8,Yes
573,9,4
574,10,No
574,11,Yes
574,12,Yes
574,13,Yes
574,14,Yes
574,15,Yes
574,16,Yes
574,17,Yes
574,18,5
574,19,New crew member trained on register today.
575,1,Yes
575,2,Yes
575,3,Yes
575,4,Yes
575,5,Yes
575,6,Yes
575,7,Yes
575,8,Yes
575,9,3
576,10,Yes
576,11,No
576,12,Yes
576,13,Yes
576,14,Yes
576,15,Yes
576,16,Yes
576,17,Yes
576,18,4
576,19,All checks completed as normal.
577,1,Yes
577,2,Yes
577,3,Yes
577,4,Yes
577,5,Yes
577,6,No
577,7,Yes
577,8,No
577,9,4
578,10,Yes
578,11,Yes
578,12,Yes
578,13,Yes
578,14,Yes
578,15,Yes
578,16,Yes
578,17,Yes
578,18,4
578,19,All checks completed as normal.
579,1,Yes
579,2,No
579,3,Yes
579,4,Yes
579,5,Yes
579,6,Yes
579,7,Yes
579,8,Yes
579,9,5
580,1,Yes
580,2,Yes
580,3,Yes
580,4,Yes
580,5,No
580,6,Yes
580,7,Yes
580,8,Yes
580,9,4
581,10,Yes
581,11,Yes
581,12,Yes
581,13,Yes
581,14,Yes
581,15,No
581,16,Yes
581,17,Yes
581,18,3
581,19,All checks completed as normal.
582,1,Yes
582,2,Yes
582,3,Yes
582,4,Yes
582,5,No
582,6,Yes
582,7,Yes
582,8,No
582,9,3
583,10,Yes
583,11,Yes
583,12,Yes
583,13,Yes
583,14,Yes
583,15,Yes
583,16,Yes
583,17,Yes
583,18,3
583,19,"Low stock on napkins, requested restock."
584,1,Yes
584,2,Yes
584,3,Yes
584,4,Yes
584,5,Yes
584,6,Yes
584,7,Yes
584,8,Yes
584,9,4
585,10,Yes
585,11,Yes
585,12,Yes
585,13,Yes
585,14,Yes
585,15,No
585,16,Yes
585,17,Yes
585,18,5
585,19,"Quiet evening, no issues."
586,1,Yes
586,2,Yes
586,3,Yes
586,4,Yes
586,5,Yes
586,6,Yes
586,7,Yes
586,8,Yes
586,9,2
587,10,Yes
587,11,Yes
587,12,Yes
587,13,Yes
587,14,Yes
587,15,Yes
587,16,No
587,17,Yes
587,18,5
587,19,Slight delay in closing due to late customers.
588,1,Yes
588,2,Yes
588,3,Yes
588,4,Yes
588,5,Yes
588,6,Yes
588,7,Yes
588,8,No
588,9,5
589,10,Yes
589,11,Yes
589,12,Yes
589,13,Yes
589,14,Yes
589,15,Yes
589,16,Yes
589,17,Yes
589,18,3
589,19,"Low stock on napkins, requested restock."
590,1,Yes
590,2,Yes
590,3,Yes
590,4,Yes
590,5,Yes
590,6,Yes
590,7,Yes
590,8,Yes
590,9,4
591,10,Yes
591,11,Yes
591,12,Yes
591,13,Yes
591,14,Yes
591,15,Yes
591,16,Yes
591,17,Yes
591,18,4
591,19,Everything in order for tomorrow's opening.
592,1,No
592,2,Yes
592,3,Yes
592,4,Yes
592,5,Yes
592,6,No
592,7,Yes
592,8,Yes
592,9,5
593,10,Yes
593,11,No
593,12,No
593,13,Yes
593,14,Yes
593,15,Yes
593,16,Yes
593,17,Yes
593,18,4
593,19,Everything in order for tomorrow's opening.
594,1,Yes
594,2,Yes
594,3,Yes
594,4,Yes
594,5,Yes
594,6,Yes
594,7,No
594,8,Yes
594,9,4
595,1,Yes
595,2,No
595,3,Yes
595,4,No
595,5,Yes
595,6,Yes
595,7,Yes
595,8,Yes
595,9,5
596,10,No
596,11,Yes
596,12,Yes
596,13,Yes
596,14,Yes
596,15,Yes
596,16,Yes
596,17,Yes
596,18,4
596,19,Everything in order for tomorrow's opening.
597,1,Yes
597,2,Yes
597,3,Yes
597,4,Yes
597,5,Yes
597,6,Yes
597,7,No
597,8,Yes
597,9,4
598,10,No
598,11,Yes
598,12,Yes
598,13,Yes
598,14,Yes
598,15,Yes
598,16,Yes
598,17,Yes
598,18,5
598,19,"Quiet evening, no issues."
599,1,Yes
599,2,Yes
599,3,Yes
599,4,Yes
599,5,Yes
599,6,Yes
599,7,Yes
599,8,Yes
599,9,4
600,1,Yes
600,2,No
600,3,Yes
600,4,Yes
600,5,Yes
600,6,Yes
600,7,Yes
600,8,No
600,9,5
601,10,Yes
601,11,Yes
601,12,Yes
601,13,Yes
601,14,Yes
601,15,Yes
601,16,Yes
601,17,Yes
601,18,4
601,19,All checks completed as normal.
602,1,Yes
602,2,Yes
602,3,Yes
602,4,Yes
602,5,Yes
602,6,Yes
602,7,Yes
602,8,Yes
602,9,4
603,10,Yes
603,11,Yes
603,12,Yes
603,13,Yes
603,14,Yes
603,15,Yes
603,16,Yes
603,17,No
603,18,5
603,19,"Delivery arrived late, adjusted prep schedule."
604,10,No
604,11,Yes
604,12,Yes
604,13,Yes
604,14,Yes
604,15,Yes
604,16,Yes
604,17,Yes
604,18,5
604,19,"Minor spill in dining area, cleaned promptly."
605,1,Yes
605,2,No
605,3,Yes
605,4,Yes
605,5,Yes
605,6,Yes
605,7,Yes
605,8,Yes
605,9,4
606,10,Yes
606,11,Yes
606,12,Yes
606,13,Yes
606,14,Yes
606,15,Yes
606,16,Yes
606,17,Yes
606,18,3
606,19,"Delivery arrived late, adjusted prep schedule."
607,1,Yes
607,2,Yes
607,3,Yes
607,4,Yes
607,5,Yes
607,6,Yes
607,7,No
607,8,No
607,9,5
608,10,Yes
608,11,Yes
608,12,Yes
608,13,Yes
608,14,Yes
608,15,Yes
608,16,Yes
608,17,Yes
608,18,4
608,19,"Low stock on napkins, requested restock."
609,1,No
609,2,Yes
609,3,Yes
609,4,Yes
609,5,No
609,6,Yes
609,7,No
609,8,No
609,9,4
610,10,No
610,11,Yes
610,12,Yes
610,13,Yes
610,14,Yes
610,15,Yes
610,16,Yes
610,17,Yes
610,18,5
610,19,New crew member trained on register today.
611,10,Yes
611,11,Yes
611,12,Yes
611,13,Yes
611,14,No
611,15,Yes
611,16,No
611,17,Yes
611,18,5
611,19,Everything in order for tomorrow's opening.
612,1,Yes
612,2,Yes
612,3,No
612,4,No
612,5,Yes
612,6,Yes
612,7,Yes
612,8,Yes
612,9,4
613,10,Yes
613,11,Yes
613,12,Yes
613,13,Yes
613,14,Yes
613,15,No
613,16,Yes
613,17,Yes
613,18,4
613,19,All checks completed as normal.
614,1,Yes
614,2,Yes
614,3,No
614,4,Yes
614,5,Yes
614,6,Yes
614,7,No
614,8,Yes
614,9,3
615,1,Yes
615,2,Yes
615,3,Yes
615,4,Yes
615,5,Yes
615,6,Yes
615,7,Yes
615,8,Yes
615,9,5
616,10,No
616,11,Yes
616,12,No
616,13,Yes
616,14,Yes
616,15,Yes
616,16,Yes
616,17,Yes
616,18,2
616,19,"All good, nothing to report."
617,1,No
617,2,Yes
617,3,Yes
617,4,Yes
617,5,No
617,6,Yes
617,7,Yes
617,8,Yes
617,9,3
618,1,Yes
618,2,Yes
618,3,Yes
618,4,Yes
618,5,Yes
618,6,Yes
618,7,Yes
618,8,Yes
618,9,3
619,10,Yes
619,11,Yes
619,12,Yes
619,13,Yes
619,14,Yes
619,15,Yes
619,16,Yes
619,17,Yes
619,18,4
619,19,"Busy night, all tasks completed on time."
620,1,Yes
620,2,Yes
620,3,Yes
620,4,Yes
620,5,Yes
620,6,Yes
620,7,Yes
620,8,Yes
620,9,4
621,10,Yes
621,11,Yes
621,12,Yes
621,13,Yes
621,14,Yes
621,15,Yes
621,16,Yes
621,17,Yes
621,18,3
621,19,"Delivery arrived late, adjusted prep schedule."
622,10,No
622,11,Yes
622,12,Yes
622,13,Yes
622,14,Yes
622,15,Yes
622,16,Yes
622,17,Yes
622,18,5
622,19,Everything in order for tomorrow's opening.
623,1,Yes
623,2,No
623,3,Yes
623,4,Yes
623,5,Yes
623,6,Yes
623,7,Yes
623,8,Yes
623,9,3
624,10,Yes
624,11,Yes
624,12,Yes
624,13,Yes
624,14,Yes
624,15,Yes
624,16,Yes
624,17,Yes
624,18,4
624,19,"Minor spill in dining area, cleaned promptly."
625,1,Yes
625,2,Yes
625,3,Yes
625,4,Yes
625,5,No
625,6,Yes
625,7,Yes
625,8,Yes
625,9,4
626,10,Yes
626,11,Yes
626,12,Yes
626,13,Yes
626,14,Yes
626,15,No
626,16,Yes
626,17,Yes
626,18,3
626,19,"Low stock on napkins, requested restock."
627,1,No
627,2,Yes
627,3,Yes
627,4,Yes
627,5,Yes
627,6,Yes
627,7,Yes
627,8,Yes
627,9,5
628,10,Yes
628,11,Yes
628,12,Yes
628,13,Yes
628,14,Yes
628,15,Yes
628,16,Yes
628,17,Yes
628,18,4
628,19,"Low stock on napkins, requested restock."
629,1,Yes
629,2,Yes
629,3,Yes
629,4,Yes
629,5,Yes
629,6,Yes
629,7,Yes
629,8,No
629,9,3
630,10,Yes
630,11,No
630,12,Yes
630,13,Yes
630,14,Yes
630,15,Yes
630,16,Yes
630,17,Yes
630,18,4
630,19,"All good, nothing to report."
631,10,Yes
631,11,Yes
631,12,Yes
631,13,Yes
631,14,Yes
631,15,Yes
631,16,Yes
631,17,No
631,18,5
631,19,All checks completed as normal.
632,1,Yes
632,2,Yes
632,3,No
632,4,Yes
632,5,Yes
632,6,Yes
632,7,Yes
632,8,Yes
632,9,4
633,10,No
633,11,Yes
633,12,Yes
633,13,Yes
633,14,Yes
633,15,Yes
633,16,Yes
633,17,Yes
633,18,4
633,19,"Delivery arrived late, adjusted prep schedule."
634,1,Yes
634,2,Yes
634,3,Yes
634,4,Yes
634,5,Yes
634,6,Yes
634,7,Yes
634,8,Yes
634,9,3
635,10,Yes
635,11,Yes
635,12,Yes
635,13,Yes
635,14,Yes
635,15,No
635,16,Yes
635,17,Yes
635,18,2
635,19,Everything in order for tomorrow's opening.
636,1,Yes
636,2,Yes
636,3,Yes
636,4,Yes
636,5,Yes
636,6,Yes
636,7,Yes
636,8,Yes
636,9,4
637,10,Yes
637,11,Yes
637,12,Yes
637,13,Yes
637,14,Yes
637,15,Yes
637,16,No
637,17,Yes
637,18,4
637,19,All checks completed as normal.
638,1,Yes
638,2,Yes
638,3,Yes
638,4,Yes
638,5,Yes
638,6,Yes
638,7,No
638,8,No
638,9,3
639,10,Yes
639,11,Yes
639,12,Yes
639,13,Yes
639,14,Yes
639,15,Yes
639,16,Yes
639,17,Yes
639,18,4
639,19,Everything in order for tomorrow's opening.
640,1,Yes
640,2,Yes
640,3,Yes
640,4,Yes
640,5,No
640,6,Yes
640,7,Yes
640,8,Yes
640,9,4
641,10,Yes
641,11,Yes
641,12,Yes
641,13,Yes
641,14,Yes
641,15,Yes
641,16,Yes
641,17,No
641,18,3
641,19,Everything in order for tomorrow's opening.
642,1,No
642,2,Yes
642,3,Yes
642,4,Yes
642,5,Yes
642,6,No
642,7,Yes
642,8,Yes
642,9,2
643,10,Yes
643,11,Yes
643,12,No
643,13,Yes
643,14,Yes
643,15,No
643,16,Yes
643,17,Yes
643,18,3
643,19,Slight delay in closing due to late customers.
